cod_ibge;txt_modalidade;ano;qtd_uh_entregues;val_desembolsado
230365;Rural;2015;26,0;0,009685261671982016
230370;FAR;2010;4936,0;0,10596841407145415
230370;FAR;2011;432,0;0,006841241491169823
230370;FAR;2012;288,0;0,003949718826815077
230370;FAR;2013;391,0;0,004724120858788002
230370;Rural;2013;32,0;0,0001919756696098726
230370;FAR;2014;352,0;0,003970623049817724
230370;Rural;2014;125,0;0,0006381559773226683
230370;Rural;2016;39,0;0,0005569962375518848
230370;Rural;2018;133,0;0,0008972452405229137
230370;FAR;2024;0,0;
230370;FAR;2025;0,0;
230380;Oferta P̼blica;2010;53,0;0,007548112011677486
230380;Oferta P̼blica;2013;0,0;0,0014038318995530199
230380;Rural;2016;16,0;0,002720247295208655
230380;FNHIS;2024;0,0;
230390;Oferta P̼blica;2010;30,0;0,007516442217350454
230390;Oferta P̼blica;2013;38,0;0,015155438441503053
230393;Oferta P̼blica;2010;30,0;0,008174572537977702
230393;Oferta P̼blica;2013;39,0;0,016976700648433377
230395;FAR;2012;312,0;0,1670450056848973
230395;Rural;2015;10,0;0,0021525192027370983
230400;Oferta P̼blica;2010;60,0;0,011174849139536615
230400;Oferta P̼blica;2013;40,0;0,011004106932349697
230400;FNHIS;2024;0,0;
230410;FAR;2013;620,0;0,08159890835402504
230410;Rural;2013;61,0;0,0036244347570471647
230410;FAR;2014;180,0;0,018178201454905375
230410;Rural;2015;16,0;0,00072644779771615
230410;Rural;2016;0,0;0,0006112107223149594
230410;Rural;2018;21,0;0,0010254609005551367
230420;FAR;2013;1578,0;0,08721928008944567
230420;Rural;2016;87,0;0,0018028209790736734
230420;FAR;2018;982,0;0,05345451140834674
230420;FAR;2024;0,0;
230423;Oferta P̼blica;2010;28,0;0,004930011444669425
230423;Oferta P̼blica;2013;36,0;0,009766875880619957
230423;Rural;2015;35,0;0,009894459102902375
230425;Oferta P̼blica;2010;45,0;0,007285876194074154
230425;Oferta P̼blica;2013;49,0;0,009845279874365015
230426;Oferta P̼blica;2010;29,0;0,009975533807829182
230426;Oferta P̼blica;2012;39,0;0,02506155469574393
230427;Oferta P̼blica;2010;30,0;0,013626556644838942
230427;Oferta P̼blica;2013;25,0;0,026128266033254157
230430;Oferta P̼blica;2010;24,0;0,003968074793163437
230430;Oferta P̼blica;2012;32,0;0,009585433385969845
230430;FNHIS;2024;0,0;
230435;Oferta P̼blica;2010;51,0;0,008822950604596244
230440;FAR;2009;120,0;0,00016237098112952125
230440;FAR;2010;2776,0;0,004657312915136551
230440;FAR;2012;5776,0;0,008583083105785858
230440;FAR;2013;14224,0;0,016604130675434998
230440;Entidades;2014;1760,0;0,0019758843739835904
230440;FAR;2014;576,0;0,0007235721876026656
230440;Rural;2014;27,0;1,3712509251265989e-05
230440;FAR;2017;1303,0;0,0017342457805675112
230440;FAR;2018;317,0;0,0003921078426572591
230440;FAR;2024;0,0;
230445;Oferta P̼blica;2012;40,0;0,009996201443451489
230445;Rural;2014;37,0;0,008068218335399165
230445;Rural;2018;0,0;0,008572870272639173
230450;Oferta P̼blica;2010;28,0;0,0055161350033935954
230450;Oferta P̼blica;2012;40,0;0,0055079000886478595
230460;Oferta P̼blica;2010;30,0;0,012701100762066046
230460;Oferta P̼blica;2013;38,0;0,02632762680919747
230460;FNHIS;2024;0,0;
230465;Oferta P̼blica;2010;24,0;0,005835006354410329
230465;Rural;2012;6,0;0,002503922812406103
230465;Oferta P̼blica;2013;39,0;0,015405167487760807
230470;FAR;2024;0,0;
230480;Oferta P̼blica;2010;19,0;0,015416205970620754
230480;Oferta P̼blica;2013;11,0;0,022136474411047928
230480;Rural;2018;39,0;0,035400361228175796
230480;RURAL;2025;0,0;
230490;Oferta P̼blica;2010;26,0;0,009347368421052632
230490;Oferta P̼blica;2013;40,0;0,018303207328869753
230495;Rural;2016;9,0;0,0016765801686384732
230495;RURAL;2025;0,0;
230500;Oferta P̼blica;2010;55,0;0,004099027527853287
230500;Oferta P̼blica;2012;41,0;0,004386715740819995
230510;Oferta P̼blica;2010;30,0;0,009510223490252021
230510;Oferta P̼blica;2013;21,0;0,01331688033233573
230520;Oferta P̼blica;2010;28,0;0,004347394540942928
230520;Oferta P̼blica;2012;40,0;0,010389286567691397
230523;FAR;2010;936,0;0,03482690234063246
230523;Rural;2016;12,0;0,00029605348644471286
230523;Rural;2018;0,0;0,0007380590158380223
230523;FAR;2024;0,0;
230526;Oferta P̼blica;2010;30,0;0,008199521694567818
230526;Oferta P̼blica;2013;0,0;0,0025330377400973377
230530;Oferta P̼blica;2010;46,0;0,007411217159623621
230530;Oferta P̼blica;2013;15,0;0,00421420973395258
230533;Oferta P̼blica;2010;30,0;0,008413180649684505
230533;Oferta P̼blica;2013;40,0;0,016506280639783436
230533;FNHIS;2024;0,0;
230535;Oferta P̼blica;2010;30,0;0,0023605319065229365
230535;Oferta P̼blica;2012;40,0;0,005177082092990748
230535;Rural;2015;4,0;0,0004985459077690071
230535;FNHIS;2024;0,0;
230540;FAR;2012;0,0;0,08585507184227666
230540;Rural;2013;50,0;0,0034240074583292285
230540;Rural;2018;43,0;0,002606550229176489
230540;FAR;2025;0,0;
230540;RURAL;2025;0,0;
230550;Rural;2016;59,0;0,001300319587643361
230550;FAR;2018;900,0;0,04060877310203433
230560;Oferta P̼blica;2011;57,0;0,005583509474196143
230560;Oferta P̼blica;2012;31,0;0,006116791831077545
230565;Oferta P̼blica;2012;6,0;0,006610362370581935
230565;FNHIS;2024;0,0;
230570;Oferta P̼blica;2010;26,0;0,0066304931131119195
230570;Oferta P̼blica;2013;28,0;0,011285005790989814
230570;Rural;2013;50,0;0,02313426187152912
230580;Oferta P̼blica;2010;60,0;0,004725823474740473
230580;Oferta P̼blica;2013;38,0;0,003638828986528672
230590;Oferta P̼blica;2010;57,0;0,006011817042433925
230590;Oferta P̼blica;2013;50,0;0,006654599659284497
230590;FNHIS;2024;0,0;
230600;Oferta P̼blica;2013;24,0;0,0072110657081048005
230600;RURAL;2025;0,0;
230610;Oferta P̼blica;2010;59,0;0,010523513753327418
230610;Oferta P̼blica;2012;49,0;0,01124309417161603
230610;Rural;2014;22,0;0,004385443405398222
230610;Rural;2018;102,0;0,02302869330570647
230620;Oferta P̼blica;2010;30,0;0,011507642799678197
230620;Oferta P̼blica;2013;38,0;0,02277878253702983
230620;Rural;2015;14,0;0,006936476478564723
230625;FAR;2010;176,0;0,036076269723027694
230630;Oferta P̼blica;2010;54,0;0,0014980051816520425
230630;Rural;2016;83,0;0,004931362198936771
230630;FNHIS;2024;0,0;
230640;FAR;2013;486,0;0,02603817016985466
230640;Rural;2014;70,0;0,0016657676809340991
230640;Rural;2015;100,0;0,0034063732916580283
230640;FAR;2017;0,0;0,022050959856748893
230640;Rural;2018;24,0;0,0005369565003918802
230650;Oferta P̼blica;2010;29,0;0,005502392344497608
230650;Oferta P̼blica;2013;40,0;0,011070274099986715
230655;Oferta P̼blica;2011;40,0;0,0036403196786476424
230655;Rural;2012;17,0;0,0017091473566528059
230655;Oferta P̼blica;2013;22,0;0,001780430134930411
230655;Rural;2014;47,0;0,003533060957500402
230655;Rural;2016;49,0;0,00352895093620692
230660;Oferta P̼blica;2010;29,0;0,004629300470039894
230660;Oferta P̼blica;2013;24,0;0,007684426229508197
230670;Oferta P̼blica;2011;30,0;0,0035590706870983688
230670;Oferta P̼blica;2013;24,0;0,00698142916685963
230670;Rural;2016;17,0;0,004352067117402634
230680;Oferta P̼blica;2010;29,0;0,004601774592385914
230680;Oferta P̼blica;2012;0,0;0,001480078148126221
230690;Oferta P̼blica;2010;57,0;0,003800546633619665
230690;Oferta P̼blica;2011;35,0;0,0019363466167424445
230690;Oferta P̼blica;2013;20,0;0,0017080678336665563
230690;RURAL;2025;0,0;
230700;Oferta P̼blica;2010;53,0;0,003864215926912233
230700;Oferta P̼blica;2013;43,0;0,004217972498477081
230710;Oferta P̼blica;2010;48,0;0,0066748866659868174
230710;Oferta P̼blica;2012;30,0;0,0063188081755656544
230710;Rural;2016;50,0;0,008827653787021238
230720;Oferta P̼blica;2010;27,0;0,011927523727351164
230720;Oferta P̼blica;2013;34,0;0,021259228576301747
230720;Rural;2016;38,0;0,015002266774128551
230725;Oferta P̼blica;2010;25,0;0,0035699054474343907
230725;Oferta P̼blica;2013;0,0;0,0010810577068603921
230725;FNHIS;2024;0,0;
230730;FAR;2010;1280,0;0,02466066077575087
230730;FAR;2012;713,0;0,014865531480007747
230730;FAR;2014;781,0;0,01288346257032449
230730;Rural;2016;87,0;0,0006518782204629221
230730;FAR;2018;1812,0;0,029531960045141806
230730;Rural;2018;42,0;0,0003418650791590833
230730;FAR;2024;0,0;
230740;Oferta P̼blica;2010;53,0;0,007691263848636703
230740;Oferta P̼blica;2012;36,0;0,007656837555937452
230740;Rural;2016;30,0;0,005328974207878156
230740;RURAL;2025;0,0;
230750;Oferta P̼blica;2010;52,0;0,007468701305679437
230750;Oferta P̼blica;2013;39,0;0,0065168582083872445
230750;Rural;2016;85,0;0,012114482369842338
230750;FAR;2018;0,0;0,0
230750;Rural;2018;47,0;0,006164690902536214
230763;Oferta P̼blica;2010;30,0;0,004810904717359348
230763;Oferta P̼blica;2013;27,0;0,007894299484793086
230765;FAR;2010;1600,0;0,018400481202456114
230765;FAR;2012;2208,0;0,025424868226103858
230765;Rural;2013;49,0;0,00022197948156147665
230765;FAR;2014;288,0;0,003022858167128679
230765;FAR;2024;0,0;
230770;FAR;2010;640,0;0,0331401704325135
230770;FAR;2013;294,0;0,02117600284379056
230770;FAR;2017;240,0;0,014034041321480416
230770;FAR;2024;0,0;
230780;Oferta P̼blica;2011;46,0;0,004288910989557434
230780;Rural;2012;36,0;0,004570755291918905
230780;Oferta P̼blica;2013;50,0;0,0060188751926040064
230780;Rural;2013;50,0;0,006861517719568567
230790;Oferta P̼blica;2011;29,0;0,009402610034854503
230790;Oferta P̼blica;2012;40,0;0,028048917311791766
230800;Oferta P̼blica;2010;58,0;0,007208491105384826
230800;Rural;2012;77,0;0,0134342940889106
230800;Oferta P̼blica;2013;16,0;0,0025924385200190516
230810;Oferta P̼blica;2010;60,0;0,004808617041738796
230810;Oferta P̼blica;2013;36,0;0,004187171540759778
230820;Oferta P̼blica;2010;29,0;0,007509575336444882
230820;Oferta P̼blica;2013;38,0;0,014245441458733205
230830;Oferta P̼blica;2010;52,0;0,006675550948890698
230830;Oferta P̼blica;2012;49,0;0,008948297133675724
230835;Oferta P̼blica;2010;28,0;0,005803969941408469
230835;Rural;2012;49,0;0,017363079714253316
230835;Oferta P̼blica;2013;40,0;0,013276333607710895
230837;Oferta P̼blica;2010;14,0;0,0038520369692138655
230837;Oferta P̼blica;2013;32,0;0,014272203593844037
230840;Oferta P̼blica;2010;47,0;0,004580539646713055
230840;Oferta P̼blica;2013;48,0;0,00607400035126749
230840;Rural;2016;40,0;0,0037907184832289423
230840;Rural;2018;58,0;0,004498680093859992
230850;Oferta P̼blica;2011;26,0;0,0046555496454872974
230850;Oferta P̼blica;2013;35,0;0,00426510945489464
230850;FNHIS;2024;0,0;
230860;Oferta P̼blica;2010;29,0;0,005561148664844911
230860;Oferta P̼blica;2012;40,0;0,013289036544850499
230860;Rural;2015;26,0;0,006979767152707132
230870;Rural;2018;21,0;0,0008085480567922656
230880;Oferta P̼blica;2010;29,0;0,011650875489638087
230880;Oferta P̼blica;2013;39,0;0,024888345517602734
230890;Oferta P̼blica;2010;49,0;0,009718494228404448
230890;Oferta P̼blica;2013;49,0;0,013126268561051169
230900;Oferta P̼blica;2010;28,0;0,006530993060819873
230900;Oferta P̼blica;2012;25,0;0,011027388390689242
230900;Rural;2012;4,0;0,0016186992133121823
230910;Oferta P̼blica;2011;30,0;0,004245633483896076
230910;Oferta P̼blica;2013;22,0;0,010107912140823927
230910;FNHIS;2024;0,0;
230920;Oferta P̼blica;2010;21,0;0,004153704596240634
230920;Oferta P̼blica;2012;40,0;0,012281692908550515
230920;Rural;2014;50,0;0,011741537853070104
230920;Rural;2016;43,0;0,011439566874008197
230920;RURAL;2024;0,0;
230930;Oferta P̼blica;2010;48,0;0,006183343063406854
230930;Oferta P̼blica;2012;49,0;0,006986098871421668
230930;RURAL;2025;0,0;
230940;Oferta P̼blica;2010;58,0;0,009242753660522005
230940;Oferta P̼blica;2013;35,0;0,006792433485415492
230940;Rural;2016;21,0;0,0041191201619653
230945;Oferta P̼blica;2011;60,0;0,009357454772301934
230945;Oferta P̼blica;2013;50,0;0,01198914263243207
230945;Rural;2014;38,0;0,00794646591384358
230945;Rural;2015;3,0;0,0006076240832338394
230950;Oferta P̼blica;2010;44,0;0,006178929331741004
230950;Oferta P̼blica;2013;49,0;0,008498563916138253
230960;FAR;2010;658,0;0,04516363463676029
230960;FAR;2012;522,0;0,03782627601502613
230960;FAR;2024;0,0;
230970;FAR;2012;396,0;0,03327267139002323
230970;FAR;2014;544,0;0,03188230805932824
230970;FAR;2024;0,0;
230980;Oferta P̼blica;2010;23,0;0,004021741779803544
230980;Oferta P̼blica;2013;18,0;0,007718901524211259
230990;Oferta P̼blica;2010;26,0;0,013884762723790165
230990;Oferta P̼blica;2012;40,0;0,033265693090715545
230990;Rural;2014;55,0;0,04223246039443906
231000;Oferta P̼blica;2010;29,0;0,009317786376502973
231000;Oferta P̼blica;2012;29,0;0,017980587947769012
231000;FNHIS;2024;0,0;
231010;Oferta P̼blica;2013;30,0;0,015299851482613223
231020;Oferta P̼blica;2010;46,0;0,0028354266190009176
231020;Oferta P̼blica;2012;43,0;0,003195268519411165
231025;Oferta P̼blica;2010;42,0;0,003445107946715664
231025;Oferta P̼blica;2013;19,0;0,001803466422563013
231025;Rural;2015;12,0;0,0009619549625062583
231025;Rural;2018;10,0;0,0008573405396733082
231030;Oferta P̼blica;2011;58,0;0,006087832731547569
231030;Oferta P̼blica;2013;50,0;0,008387572971884855
231030;Rural;2015;25,0;0,003589908954870436
231040;Oferta P̼blica;2011;29,0;0,0056663067476753
231040;Oferta P̼blica;2013;38,0;0,013450489797605434
231040;FNHIS;2024;0,0;
231050;Oferta P̼blica;2010;59,0;0,005671560768075141
231050;Oferta P̼blica;2012;49,0;0,007054379185838262
231050;Rural;2013;17,0;0,002458200783291097
231050;Rural;2014;49,0;0,005953192940574644
231050;Rural;2016;23,0;0,00313499551902446
231050;Rural;2018;24,0;0,003100909484625379
231060;Oferta P̼blica;2010;24,0;0,005732940520742098
231060;Oferta P̼blica;2013;31,0;0,011742958013243026
231070;Oferta P̼blica;2010;54,0;0,004182908545727136
231070;Oferta P̼blica;2013;41,0;0,002943809588978605
231070;Rural;2015;9,0;0,0007648907682306421
231080;Oferta P̼blica;2010;30,0;0,005810012588360608
231080;Oferta P̼blica;2012;40,0;0,013521861486718375
231085;FAR;2018;96,0;0,030909873174195572
231090;Oferta P̼blica;2013;10,0;0,004234965871157391
231090;RURAL;2025;0,0;
231095;Oferta P̼blica;2010;27,0;0,009922601481151512
231095;Oferta P̼blica;2012;40,0;0,025252525252525252
231095;Rural;2018;0,0;0,013204633204633205
231100;Oferta P̼blica;2011;30,0;0,008295122007419525
231100;Oferta P̼blica;2013;10,0;0,006350452614077222
231110;Oferta P̼blica;2010;20,0;0,0038248231019315355
231110;Oferta P̼blica;2012;40,0;0,013838532008524536
231110;Rural;2014;50,0;0,01469738850612649
231110;Rural;2016;136,0;0,03313953488372093
231110;Rural;2018;86,0;0,019300605686762166
231120;Oferta P̼blica;2010;28,0;0,007653061224489796
231120;Oferta P̼blica;2013;38,0;0,01449966684838573
231120;Rural;2015;48,0;0,016943274708942285
231120;RURAL;2025;0,0;
231123;Oferta P̼blica;2010;29,0;0,013933980582524272
231123;Oferta P̼blica;2013;12,0;0,02850467289719626
231123;Rural;2015;42,0;0,027573021284437484
231126;Oferta P̼blica;2010;55,0;0,012477805583905379
231126;Oferta P̼blica;2013;30,0;0,008083089733368767
231126;RURAL;2025;0,0;
231130;FAR;2014;1454,0;0,10016244723940497
231130;Rural;2016;14,0;0,000487642747921936
231130;FAR;2024;0,0;
231135;Oferta P̼blica;2011;23,0;0,004154555122297058
231135;Oferta P̼blica;2012;34,0;0,01036149443032563
231135;Rural;2016;41,0;0,010684183402048145
231140;FAR;2013;0,0;0,04928046824249977
231140;FAR;2014;0,0;0,03165951525641979
231140;Rural;2016;32,0;0,00115150854276548
231140;Rural;2018;30,0;0,0009568262465086566
231150;Oferta P̼blica;2011;30,0;0,0018871485185884128
231150;Oferta P̼blica;2013;20,0;0,0013096715934779375
231160;Oferta P̼blica;2011;57,0;0,004970526526126486
231160;Oferta P̼blica;2013;24,0;0,003951215168708849
231170;Oferta P̼blica;2010;27,0;0,003953893883466564
231170;Oferta P̼blica;2013;39,0;0,008308691849568948
231180;FAR;2017;117,0;0,007251227130745203
231180;FAR;2018;300,0;0,01896666022402335
231180;RURAL;2025;0,0;
231190;Oferta P̼blica;2010;21,0;0,005731410376474995
231190;Oferta P̼blica;2012;24,0;0,014720005037862686
231190;RURAL;2024;0,0;
231195;Oferta P̼blica;2010;24,0;0,004966630451652957
231195;Oferta P̼blica;2013;40,0;0,010779695365808962
231195;Rural;2016;35,0;0,010317445392058224
231195;RURAL;2025;0,0;
231200;Oferta P̼blica;2010;60,0;0,00814162814470387
231200;Oferta P̼blica;2013;44,0;0,007325355541660569
231210;Oferta P̼blica;2010;22,0;0,003843679189862086
231210;Oferta P̼blica;2012;40,0;0,012206435232654656
231220;Oferta P̼blica;2010;59,0;0,003970340649483215
231220;Oferta P̼blica;2013;50,0;0,004185627559511252
231220;Rural;2018;9,0;0,0006889774795242967
231230;Oferta P̼blica;2010;54,0;0,003571262732649193
231230;Rural;2012;22,0;0,001630185100108185
231230;Oferta P̼blica;2013;41,0;0,0030324631649142576
231240;FAR;2013;499,0;0,03489293759383415
231250;Oferta P̼blica;2010;27,0;0,006464906145441485
231250;Oferta P̼blica;2013;1,0;0,008545274480406047
231250;FNHIS;2024;0,0;
231260;Oferta P̼blica;2010;19,0;0,004011118539108406
231260;Oferta P̼blica;2012;35,0;0,013078388474646901
231260;Rural;2014;49,0;0,016002979430470406
231260;Rural;2015;41,0;0,012862426524007662
231260;Rural;2016;0,0;0,008775575984792481
231270;Oferta P̼blica;2010;52,0;0,006420791970722942
231270;Oferta P̼blica;2013;47,0;0,005691227579129056
231270;RURAL;2025;0,0;
231280;Oferta P̼blica;2011;30,0;0,011568866893759239
231280;Oferta P̼blica;2013;30,0;0,022484710396930088
231290;FAR;2010;496,0;0,00801543365240222
231290;FAR;2012;2084,0;0,040327217828505485
231290;FAR;2013;1280,0;0,021645657990905908
231290;Rural;2015;5,0;3,5851996918489416e-05
231290;Rural;2016;30,0;0,0002269642726138948
231290;FAR;2024;0,0;
231300;Oferta P̼blica;2010;29,0;0,004653274021813843
231300;Oferta P̼blica;2013;36,0;0,008825252673209315
231300;Rural;2018;20,0;0,003502537291268748
231300;Entidades;2025;0,0;
231310;Oferta P̼blica;2011;60,0;0,004717846565145598
231310;Rural;2012;89,0;0,011099637328703912
231310;Oferta P̼blica;2013;18,0;0,002440553924927915
231310;FNHIS;2024;0,0;
231320;Oferta P̼blica;2010;42,0;0,008858267716535433
231320;Oferta P̼blica;2013;37,0;0,007820379475542108
231320;Rural;2015;30,0;0,005206557217323525
231320;Rural;2016;22,0;0,0065267679714934934
231325;Oferta P̼blica;2010;13,0;0,008409041580106044
231325;Oferta P̼blica;2013;12,0;0,008092461560807587
231325;FNHIS;2024;0,0;
231325;RURAL;2025;0,0;
231335;Oferta P̼blica;2010;30,0;0,006925207756232687
231335;Oferta P̼blica;2012;36,0;0,008166104616873593
231335;Rural;2013;26,0;0,010086573015354459
231335;Rural;2014;36,0;0,011659090909090909
231335;Rural;2016;87,0;0,024954025288428987
231335;Rural;2018;42,0;0,015164270385277836
231335;FNHIS;2024;0,0;
231335;RURAL;2025;0,0;
231340;FAR;2018;296,0;0,016506488936084068
231350;FAR;2014;392,0;0,03473863358459867
231350;Rural;2014;50,0;0,002370689296628963
231350;Rural;2015;22,0;0,0010837400959637163
231350;Rural;2016;30,0;0,002904902794239015
231350;FAR;2024;0,0;
231355;Oferta P̼blica;2010;29,0;0,007497179155000209
231355;Oferta P̼blica;2012;36,0;0,01572499157965645
231355;Rural;2014;107,0;0,03620658949243099
231360;Oferta P̼blica;2010;58,0;0,0043785677218474315
231360;Oferta P̼blica;2013;38,0;0,003423608483341442
231370;Oferta P̼blica;2010;17,0;0,007929417844881687
231370;Oferta P̼blica;2013;38,0;0,02642399823380064
231375;Oferta P̼blica;2011;27,0;0,00447103985548154
231375;Oferta P̼blica;2012;33,0;0,012574873291353095
231375;Rural;2013;146,0;0,04712504388597574
231375;Rural;2014;96,0;0,026828000745222243
231375;Rural;2016;38,0;0,00970390583635401
231375;FNHIS;2024;0,0;
231375;RURAL;2025;0,0;
231380;Oferta P̼blica;2010;0,0;0,004366647439042141
231380;Oferta P̼blica;2013;0,0;0,0006374076576085772
231390;Oferta P̼blica;2010;24,0;0,00609188594635756
231390;Oferta P̼blica;2013;29,0;0,01103965945585651
231395;Oferta P̼blica;2010;30,0;0,0036440935317339812
231395;Oferta P̼blica;2013;40,0;0,005500519023333484
231400;Oferta P̼blica;2010;50,0;0,004390592864168828
231400;Oferta P̼blica;2013;50,0;0,0056337520337844844
231410;Rural;2015;38,0;0,0032710336828879333
231410;Rural;2016;0,0;0,0019104980627802216
240010;Oferta P̼blica;2010;29,0;0,005971639704413821
240020;FAR;2010;406,0;0,03407060525478175
240020;FAR;2013;396,0;0,025522985865378975
240020;Rural;2013;145,0;0,004515332056069285
240020;Rural;2014;225,0;0,0077197371256454185
240020;Rural;2016;50,0;0,0020071193515756045
240020;Rural;2018;35,0;0,0010547091839881576
240020;FAR;2025;0,0;
240030;Oferta P̼blica;2013;0,0;0,007530235324619866
240030;FNHIS;2024;0,0;
240040;Oferta P̼blica;2010;29,0;0,02370820668693009
240040;Entidades;2025;0,0;
240050;Oferta P̼blica;2013;40,0;0,01080216907555037
240060;Oferta P̼blica;2010;30,0;0,018518518518518517
240060;Oferta P̼blica;2013;38,0;0,03168884886086928
240070;Oferta P̼blica;2010;30,0;0,0014944890715486642
240070;Oferta P̼blica;2013;40,0;0,0022061905707415007
240070;FNHIS;2024;0,0;
240080;Oferta P̼blica;2010;30,0;0,005251717749347182
240080;Oferta P̼blica;2013;39,0;0,009923003461859854
240080;Rural;2018;38,0;0,00910536751466065
240090;Oferta P̼blica;2010;41,0;0,017619173031340533
240090;Oferta P̼blica;2012;40,0;0,027038719446247025
240090;Rural;2013;96,0;0,06976553602376825
240100;Oferta P̼blica;2010;30,0;0,001295019928917795
240100;Oferta P̼blica;2012;49,0;0,002509590760682609
240110;Oferta P̼blica;2010;46,0;0,001277567998883763
240110;Oferta P̼blica;2013;50,0;0,001422915542563388
240120;Oferta P̼blica;2011;30,0;0,0012820923747556012
240120;Oferta P̼blica;2012;37,0;0,003312321497980498
240120;Rural;2013;49,0;0,005841427883400331
240130;Oferta P̼blica;2010;30,0;0,00861017435603071
240130;Rural;2011;27,0;0,006046242558829567
240130;Oferta P̼blica;2012;37,0;0,01816667581864441
240130;Rural;2013;46,0;0,01615049153669894
240130;Rural;2014;109,0;0,029830609383702394
240140;Oferta P̼blica;2010;17,0;0,0026377036462373934
240140;Oferta P̼blica;2011;28,0;0,00363541258009677
240140;Rural;2011;39,0;0,0051000392310710085
240140;Oferta P̼blica;2012;40,0;0,009348415443582312
240145;Oferta P̼blica;2010;59,0;0,0033224618388356408
240145;Oferta P̼blica;2013;44,0;0,001977479188974474
240145;Rural;2018;44,0;0,0027910758581607626
240145;FAR;2024;0,0;
240150;Oferta P̼blica;2010;30,0;0,018005401620486146
240150;Oferta P̼blica;2012;40,0;0,03779860901118839
240160;Oferta P̼blica;2010;29,0;0,013772983762619477
240160;Oferta P̼blica;2012;40,0;0,03214090573072349
240165;Oferta P̼blica;2011;30,0;0,016047071409467772
240165;Oferta P̼blica;2013;40,0;0,02379649239702068
240170;Oferta P̼blica;2010;30,0;0,008615325707174652
240170;Rural;2011;36,0;0,009252912954078136
240170;Oferta P̼blica;2012;37,0;0,018461681547619048
240170;Rural;2014;49,0;0,021907600596125187
240170;Rural;2015;48,0;0,019272220109040193
240180;Oferta P̼blica;2012;40,0;0,009332798252900168
240185;Oferta P̼blica;2010;29,0;0,011461794019933556
240185;Oferta P̼blica;2013;11,0;0,003441866868589523
240190;Oferta P̼blica;2013;40,0;0,03592986490370796
240200;FAR;2024;0,0;
240210;Oferta P̼blica;2012;40,0;0,018554252634703873
240220;Oferta P̼blica;2013;14,0;0,0019544283157574387
240220;Rural;2013;49,0;0,00389908448993609
240230;Oferta P̼blica;2010;30,0;0,0023001548770950576
240230;Oferta P̼blica;2013;37,0;0,0026917547913235286
240230;Rural;2013;45,0;0,0037320816431053246
240240;Oferta P̼blica;2010;30,0;0,0076969126828016765
240240;Oferta P̼blica;2012;39,0;0,017018118538233186
240250;Oferta P̼blica;2010;27,0;0,004183000399051665
240250;Oferta P̼blica;2013;25,0;0,005010463409301502
240260;FAR;2009;1132,0;0,09917615738068353
240260;FAR;2014;375,0;0,02819388943285488
240260;FAR;2024;0,0;
240270;Oferta P̼blica;2010;30,0;0,0063139063787993055
240270;Oferta P̼blica;2013;40,0;0,012170928520136801
240270;Rural;2013;45,0;0,015609215827075447
240270;Rural;2018;0,0;0,022898125614051905
240280;Oferta P̼blica;2010;30,0;0,014519641848834395
240280;Oferta P̼blica;2012;39,0;0,03492035708034308
240290;Oferta P̼blica;2010;27,0;0,015169830595045543
240290;Oferta P̼blica;2012;36,0;0,03210202286719437
240300;Oferta P̼blica;2010;30,0;0,00781114389862871
240300;Oferta P̼blica;2012;37,0;0,01310075370583033
240300;FNHIS;2024;0,0;
240310;Oferta P̼blica;2010;46,0;0,002311527659440184
240310;Oferta P̼blica;2012;50,0;0,0023631687340438657
240310;Rural;2015;47,0;0,0021511541074276243
240310;Rural;2018;78,0;0,004091035764050162
240310;FAR;2024;0,0;
240320;Oferta P̼blica;2010;30,0;0,0128758146401181
240320;Oferta P̼blica;2012;39,0;0,026640341861848868
240320;Rural;2018;0,0;0,02561220494053065
240325;FAR;2009;848,0;0,016124471754000932
240325;FAR;2010;2880,0;0,048882043324141956
240325;FAR;2012;1760,0;0,03004777679469076
240325;FAR;2024;0,0;
240330;Oferta P̼blica;2010;30,0;0,017245508982035928
240330;Oferta P̼blica;2012;40,0;0,03758619390331211
240330;Rural;2012;45,0;0,04239044425185576
240330;Rural;2013;48,0;0,04360298336201951
240330;FNHIS;2024;0,0;
240340;Oferta P̼blica;2010;25,0;0,010338181181005782
240340;Oferta P̼blica;2013;0,0;0,017096150923734885
240350;Oferta P̼blica;2012;34,0;0,020475861174741757
240360;FAR;2009;790,0;0,20442514929093727
240360;FAR;2024;0,0;
240370;Oferta P̼blica;2010;30,0;0,004922134565689988
240370;Oferta P̼blica;2013;40,0;0,008268904783561418
240370;Entidades;2025;0,0;
240375;Oferta P̼blica;2010;26,0;0,0233418647166362
240375;Oferta P̼blica;2013;39,0;0,043031158972548327
240380;Oferta P̼blica;2010;30,0;0,00889218228973694
240380;Rural;2012;33,0;0,014096780807873693
